acode,catRank,categoryName,entryArt,entryPayart,eventDate,eventName,eventRaceNr,overCategoryName,overRank,provider,raceNr,racePayload,resultState,runtime,startNumber
2M4F6MF5,22,Männer IV,Bezahlt,,13.10.2002,"Brienzerseelauf, Bönigen",E31224428A083BC82F4021B8376C2809,Overall Männer 35km,144,Datasport,4155,AAD5E3CF1DDCC1CED3E963E4F17E05C703B884E8121EF08E76F2EE632D2E5117,Klassiert,"3:10.13,7",280
2M4F6MF5,287,Samstag - Männer 50,Bezahlt,,07.09.2002,"Jungfrau-Marathon, Interlaken",77C2A9CA243EBCCC01B7859F0F9D3BC2,Samstag Männer,1432,Datasport,4106,896B00882C8919276A21A5CB5082CEEE2FAFBF5F4C86A09C7F37BCD417AD21B3,Klassiert,"5:21.20,4",550
2M4F6MF5,235,Männer M50,Bezahlt,,11.05.2002,Grand Prix von Bern,6A0926326FB9EA54FD3849AE8F70C43C,Männer Grand Prix von Bern,3211,Datasport,4104,7D118601776C97EDD63FFCD5A0848E2F013BBB8D910531DF2B201F20F29BB1E0,Klassiert,"1:14.26,4",3277
2M4F6MF5,121,Männer 50,Bezahlt,,01.09.2001,"Jungfrau-Marathon, Interlaken",B1D9F9B5A3E3C137B2BF40FB2A67B3C2,Overall Männer,1264,Datasport,3106,7DBF2A991915212A6D9D8C5FD9D93A403947AC35287ABA5520CFC989A325F313,Klassiert,"4:45.06,5",1983
2M4F6MF5,140,Männer M50,Bezahlt,,12.05.2001,Grand Prix von Bern,BD3AD7D32AFCFB7EB2EB9007C91F6136,Männer Grand Prix von Bern,2187,Datasport,3104,D8615B9A0BE918F7F50BF9BC21D39416F1CD3712A815BF121438458F1ED63D2E,Klassiert,"1:13.50,4",3279
2M4F6MF5,93,Männer 50,Bezahlt,,02.09.2000,"Jungfrau-Marathon, Interlaken",7E1C847DE151E2AC91947C549756091A,Overall Männer,1051,Datasport,2106,80B36FABFE41F0458A1660BD3E263BF5F47247B87B61BBBDF42D7F117BD43F77,Klassiert,"4:38.15,8",1939
2M4F6MF5,28,Schilthorn-Inferno-HM Senioren 2,Bezahlt,,19.08.2000,"Inferno Halbmarathon, Mürren",B8D876E88055C269CCC8329AA47D08B0,Schilthorn-Inferno-HM Männer,209,Datasport,2141,9F8963F1E6FA12F6BC9400958123BBDD9717DFAE06F86B64EF470114D7D9D92A,Klassiert,"3:05.20,0",954
2M4F6MF5,28,Männer M50,Bezahlt,,23.07.2000,Adelbodenlauf,BB72E2768568D0E2966F53B4F916A430,Herren Gesamtrangliste,237,Datasport,2134,D1F5BFF079D2C42A54C3D2B6AB6BBD89B39DC610A2AD8B00B8E3A0C77E513744,Klassiert,"1:53.23,7",113
2M4F6MF5,120,Männer M50,Bezahlt,,13.05.2000,Grand Prix von Bern,9C71A15040B1A300E9578A4618C97E49,Männer Grand Prix von Bern,2154,Datasport,2104,D0200CEDC9D3D462C4CD4CADAEE67733864BD5634C9BD7C1FB8F013957027C56,Klassiert,"1:11.24,9",3275
2M4F6MF5,17,Senioren III,Bezahlt,,17.10.1999,"Brienzerseelauf, Bönigen",936D31E817B335B7C65D96F6FDCE28D7,Overall Herren,108,Datasport,1155,E8B888A2C3CA50F7CCA3C7CE28BE07A91E38A9C6BD5B22C8C493AD45D98C8F4B,Klassiert,"2:50.39,0",82
2M4F6MF5,83,Männer 50,Bezahlt,,04.09.1999,"Jungfrau-Marathon, Interlaken",742DE3B5500BEE3671074224F58D9D9D,Overall Männer,1069,Datasport,1106,104685FBE81EFA1E9C8525A6839A8C376F69821F058A83745DD231BA431706EF,Klassiert,"4:41.41,2",1863
2M4F6MF5,24,Schilthorn-Inferno-HM Senioren 2,Bezahlt,,21.08.1999,"Inferno Halbmarathon, Mürren",BABFE4DD3387F6D6F0A7988C26925AFE,Schilthorn-Inferno-HM Männer,189,Datasport,1141,E9A18D336DA1D8CAEE6F69CCABD9F30E8B18053F48AABFF730F7109875DB9D65,Klassiert,"3:01.09,6",299
2M4F6MF5,10,Männer M50,Bezahlt,,18.07.1999,Adelbodenlauf,75CBAAA4AE8B1F645F905B412CD5BBC1,Herren Gesamtrangliste,163,Datasport,1134,4839A21E74516A7955BE72FC5AEB94904C96CFAD5E60BF9BC6460C976D381C4D,Klassiert,"1:46.50,4",54
2M4F6MF5,111,Männer M50,Bezahlt,,08.05.1999,Grand Prix von Bern,B160E80D7EBEE39272005DDBE7FF672B,Männer Grand Prix von Bern,1897,Datasport,1104,F7928D9197EE48BDF18CDE176BE614F1BF4BFBE4A1B3F9857BA69C1258DC037F,Klassiert,"1:10.25,3",4240
2M4GEMFN,146,Halbmarathon Männer M55,Bezahlt,Online,30.10.2016,"SwissCityMarathon - Lucerne, Luzern",23682628F7249D3D7D771C1AA60A1893,Halbmarathon Männer Overall,2526,Datasport,18248,8AA8FC87B2F1361E80111F91AA80FEFE62B9D79642C539C047F9F8B664E6FFD3,Klassiert,"1:53.26,4",1202
2M4GEMFN,30,Halbmarathon Männer M55,Bezahlt,Post/Bank,02.07.2016,"Gornergrat Zermatt Marathon, Zermatt",90CEE059AC30F515EB658105625C2BC7,Halbmarathon Overall Männer,270,Datasport,18196,413C51D5BD05D6199E7712147B84BCD05C1AC047DA18E2819BAA39A2C40BAB78,Klassiert,"3:08.12,0",3855
2M4GEMFN,177,(M55) 15 km Männer 55-59 Jahre,Bezahlt,Online,19.03.2016,Kerzerslauf,3F5660C69C1398205FA2500BC1BDEB60,15 km Männer,2211,Datasport,18101,4765B8F44EF20B64C4E5655D6B085221B824A90E826E8AA69D54DB36F45918A8,Klassiert,"1:19.20,2",9113
2M4GEMFN,80,Marathon Männer M50,Bezahlt,Online,04.07.2015,"Zermatt Marathon, Zermatt",8F991F34966B2C2AA5C93BB32B3801B2,Marathon Overall Männer,425,Datasport,17196,2C57F92C96B12186578FBD8FBB51DEEF6375F86E22DE76ED9B8DD82012085BC1,Klassiert,"5:55.45,3",545
2M4GEMFN,53,Vétérans II,Bezahlt,Online,13.12.2014,Course Titzé de noël Sion,E8C6F25026C4E6A25C0F7536C9F04FFA,Overall Hommes,354,Datasport,16168,590BB9280A1B57B8D3B8109FD8C442CA96AB344FE222F01C6FA0C5AD1BFBCD5B,Klassiert,"34.30,6",708
